id,name,address,grade,score,latitude,longitude
2199,GARDEN GATE SCHOOL,"10500 ANN ARBOR AV ,CUPERTINO, CA 95014",Pass,98,37.331372,-122.045022
2200,MADURAI IDLI KADAI,"744 S WOLFE RD ,SUNNYVALE, CA 94086",Pass,84,37.36626,-122.01334
2201,SUBWAY SANDWICHES #228,"704 S WOLFE RD ,SUNNYVALE, CA 94086",Pass,97,37.36626,-122.01334
2202,MICHAELS STORES,"777 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,98,37.35767,-122.01873
2203,ASIA VILLAGE RESTAURANT,"747 S WOLFE RD,SUNNYVALE, CA 94086",Pass,32,37.36539,-122.01486
2204,THE CITY FISH 2,"21678 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,86,37.30661,-122.080628
2205,PHO HOA NOODLE SOUP,"20674 HOMESTEAD RD,CUPERTINO, CA 95014",Pass,100,37.336733,-122.036479
2206,FISH IS WILD FISH GRILL & MORE,"20672 HOMESTEAD RD ,CUPERTINO, CA 95014",Pass,84,37.336586,-122.03485
2207,THAI BANGKOK CUISINE,"21670 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,77,37.30661,-122.080628
2208,LEBON,"1274 PERSIAN DR ,SAN JOSE, CA 94089",Pass,71,37.406542,-121.997717
2209,SUBWAY,"21682 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,89,37.30661,-122.080628
2210,BLACKBERRY FARM,"21979 SAN FERNANDO AV ,CUPERTINO, CA 95014",Pass,90,37.315766,-122.060574
2211,ARAMARK,"974 E ARQUES AV 81,SUNNYVALE, CA 94086",Pass,97,37.379903,-122.004996
2212,COLD STONE CREAMERY #86,"757 E EL CAMINO REAL,SUNNYVALE, CA 94087",Pass,85,37.35814,-122.01986
2213,SAFEWAY STORE #1439,"785 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,96,37.357162,-122.017837
2214,SAFEWAY STORE #1439-BAKERY,"785 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,98,37.357162,-122.017837
2215,SAFEWAY STORE #1439-DELI,"785 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,98,37.357162,-122.017837
2216,SAFEWAY #1439 - STARBUCKS,"785 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,98,37.357162,-122.017837
2217,AFC SUSHI / TIK TOK WOK @ SAFEWAY #1439,"785 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,96,37.357162,-122.017837
2218,AFC SUSHI @ SAFEWAY #3251,"20620 HOMESTEAD RD,CUPERTINO, CA 95014",Pass,98,37.336586,-122.03485
2219,SAFEWAY #3251 - DELI,"20620 HOMESTEAD RD,CUPERTINO, CA 95014",Pass,100,37.336586,-122.03485
2220,SAFEWAY #3251 - BAKERY,"20620 HOMESTEAD RD,CUPERTINO, CA 95014",Pass,100,37.336586,-122.03485
2221,SAFEWAY #3251 - STARBUCKS,"20620 HOMESTEAD RD,CUPERTINO, CA 95014",Pass,97,37.336586,-122.03485
2222,SAFEWAY #3251 - GROCERY,"20620 HOMESTEAD RD,CUPERTINO, CA 95014",Pass,95,37.336586,-122.03485
2223,PAUL & EDDIES MONTA VISTA INN,"21619 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,97,37.30661,-122.080628
2224,PANDA EXPRESS,"790 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,98,37.35613,-122.01919
2225,MUMU HOT POT,"1273 LAWRENCE STATION RD,SUNNYVALE, CA 94089",Pass,88,37.406988,-121.996464
2226,COSMOPOLITAN CAFE @ PHARMACYCLICS,"970 STEWART DR,SUNNYVALE, CA 94085",Pass,100,37.382627,-122.003182
2227,STOCKLMEIR CENTRAL KITCHEN,"592 DUNHOLME WY,SUNNYVALE, CA 94087",Pass,100,37.344666,-122.025703
2228,STOCKLMEIR ELEMENTARY SCHOOL,"592 DUNHOLME WY ,SUNNYVALE, CA 94087",Pass,100,37.344666,-122.025703
2229,MICHAEL'S,"20640 HOMESTEAD RD ,CUPERTINO, CA 950140451",Pass,100,37.336586,-122.03485
2230,CUPERTINO MARKETPLACE,"21530 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,92,37.30661,-122.080628
2231,CHEVRON STATION #1786 LIMITED FOOD,"1265 LAWRENCE STATION RD,SUNNYVALE, CA 94089",Pass,100,37.40591,-121.99616
2232,ENZO'S RESTAURANT,"21275 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,62,37.30661,-122.080628
2233,BELLA'S DELI,"1111 ELKO DR STE A,SUNNYVALE, CA 940892208",Pass,88,37.407195,-121.995182
2234,LA TERRA,"19960 HOMESTEAD RD,CUPERTINO, CA 95014",Pass,85,37.337046,-122.022572
2235,MANLEY'S DONUTS,"10991 N DE ANZA BL B,CUPERTINO, CA 95014",Pass,69,37.30661,-122.080628
2236,HOT POT FIRST,"1149 W LAWRENCE EX,SUNNYVALE, CA 94089",Pass,87,37.39739,-121.99672
2237,CHEVRON STATION APSI #1543,"11010 N DE ANZA BL,CUPERTINO, CA 95014",Pass,100,37.30661,-122.080628
2238,KOBE PHO & GRILL,"21271 STEVENS CREEK BL STE 410,CUPERTINO, CA 95014",Pass,71,37.30661,-122.080628
2239,SUNNYVALE SAIGON SEAFOOD HARBOR RESTAURANT,"1135 N LAWRENCE EX ,SUNNYVALE, CA 94089",Pass,70,37.39739,-121.99672
2240,"MING TASTY, LLC","1129 LAWRENCE EX ,SUNNYVALE, CA 94089",Pass,78,37.39739,-121.99672
2241,DEEP CLIFF GOLF COURSE-SNACK BAR,"10700 CLUB HOUSE LN ,CUPERTINO, CA 95014",Pass,71,37.311545,-122.065819
2242,ROSS DRESS FOR LESS,"20650 HOMESTEAD RD,CUPERTINO, CA 95014",Pass,98,37.336586,-122.03485
2243,GIOVANNI'S PIZZERIA,"1127 LAWRENCE EX ,SUNNYVALE, CA 94089",Pass,91,37.39739,-121.99672
2244,HOT POINT STATION,"1161 N LAWRENCE EX ,SUNNYVALE, CA 94089",Pass,77,37.39739,-121.99672
2245,XIANG XIANG NOODLE,"1115 TASMAN DR ,SUNNYVALE, CA 94089",Pass,75,37.403915,-121.995054
2246,BAY FISH & CHIPS THE,"826 W EL CAMINO REAL ,SUNNYVALE, CA 94086",Pass,92,37.36949,-122.04212
2247,DEEP STARS INC,"1112 ELKO DR ,SUNNYVALE, CA 94087",Pass,94,37.40611,-121.99426
2248,CHAAT HOUSE,"889 E EL CAMINO REAL ,SUNNYVALE, CA 94086",Pass,94,37.35387,-122.01467
2249,PHO QUEEN NOODLE HOUSE,"1133 TASMAN DR ,SUNNYVALE, CA 94089",Pass,77,37.403915,-121.995054
2250,GRAND HOTEL,"865 W EL CAMINO REAL ,SUNNYVALE, CA 94086",Pass,95,37.37118,-122.04275
2251,THAI SQUARE,"21267 STEVENS CREEK BL 340,CUPERTINO, CA 95014",Pass,65,37.30661,-122.080628
2252,CHAAT HOUSE CUPERTINO,"21267 STEVENS CREEK BL 320,CUPERTINO, CA 95014",Pass,91,37.30661,-122.080628
2253,TOGO'S CUPERTINO,"21267 STEVENS CREEK BL 314,CUPERTINO, CA 95014",Pass,77,37.30661,-122.080628
2254,HOBEE'S DE ANZA,"21267 STEVENS CREEK BL 310,CUPERTINO, CA 95014",Pass,82,37.30661,-122.080628
2255,GREWAL LIQUOR & GROCERIES #2,"1125 TASMAN DR ,SUNNYVALE, CA 94086",Pass,83,37.403915,-121.995054
2256,NEW WING YUAN MARKET,"1139 LAWRENCE EX ,SUNNYVALE, CA 94089",Pass,86,37.39739,-121.99672
2257,EAT CLUB SUNNYVALE,"1222 ALDERWOOD AV,SUNNYVALE, CA 94089",Pass,93,37.40449,-121.99439
2258,CUPERTINO INN,"10889 N DE ANZA BL ,CUPERTINO, CA 95014",Pass,96,37.30661,-122.080628
2259,LAKE VISTA LIQUORS,"1123 LAWRENCE EX ,SUNNYVALE, CA 94089",Pass,95,37.39739,-121.99672
2260,GOBI MONGOLIAN BBQ,"1135 TASMAN DR ,SUNNYVALE, CA 94089",Pass,94,37.403915,-121.995054
2261,JAMBA JUICE #4,"21265 STEVENS CREEK BL STE 201,CUPERTINO, CA 95014",Pass,86,37.30661,-122.080628
2262,QUICKLY,"21265 STEVENS CREEK BL 210,CUPERTINO, CA 95014",Pass,80,37.30661,-122.080628
2263,SUBWAY,"1139 TASMAN DR ,SUNNYVALE, CA 94089",Pass,95,37.403915,-121.995054
2264,APPLE-VG06-ESPRESSO BAR,"20705 VALLEY GREEN DR,CUPERTINO, CA 95014",Pass,97,37.332677,-122.035422
2265,APPLE-AQ04-ESPRESSO BAR,"1050 E ARQUES AV,SUNNYVALE, CA 94085",Pass,100,37.37912,-122.000891
2266,HERITAGE INDIAN MARKET,"826 E FREMONT AV STE A,SUNNYVALE, CA 94087",Pass,96,37.35181,-122.01722
2267,"INTUITIVE SURGICAL, INC","1020 KIFER RD,SUNNYVALE, CA 94086",Pass,100,37.37294,-122.003968
2268,FRY'S ELECTRONICS,"1077 E ARQUES AV,SUNNYVALE, CA 94086",Pass,100,37.38203,-122.00164
2269,PONDEROSA ELEMENTARY SCHOOL,"804 PONDEROSA AV ,SUNNYVALE, CA 94086",Pass,98,37.36215,-122.00831
2270,CUPERTINO SENIOR CENTER,"21251 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,96,37.30661,-122.080628
2271,7-ELEVEN FOOD STORE #26763C/2230,"834 E FREMONT AV,SUNNYVALE, CA 94087",Pass,98,37.35179,-122.01633
2272,INDIAN MARKET,"899 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,86,37.353968,-122.014631
2273,MONTA VISTA H.S. CONCESSION,"21840 MC CLELLAN RD,CUPERTINO, CA 95014",Pass,92,37.314998,-122.056699
2274,MONTA VISTA HIGH SCHOOL,"21840 MC CLELLAN RD,CUPERTINO, CA 95014",Pass,98,37.314998,-122.056699
2275,BIRYANI & KABABS,"897 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,80,37.35387,-122.01467
2276,CAR SPA THE,"1097 E DUANE AV ,SUNNYVALE, CA 94086",Pass,100,37.3872,-121.99653
2277,QUINLAN COMMUNITY CENTER,"10185 N STELLING RD ,CUPERTINO, CA 95014",Pass,94,37.325806,-122.042419
2278,RESIDENCE INN-RESTAURANT,"1080 STEWART DR ,SUNNYVALE, CA 94086",Pass,97,37.385377,-121.997602
2279,NEARBY LIQUOR & FOOD,"1228 S WOLFE RD ,SUNNYVALE, CA 94086",Pass,93,37.35361,-122.01359
2280,SPORTS BASEMENT,"1177 KERN AV ,SUNNYVALE, CA 94086",Pass,97,37.38309,-121.99703
2281,EPICUREAN GROUP @ TEXAS INSTRUMENTS,"2900 SEMICONDUCTOR DR,SANTA CLARA, CA 95051",Pass,97,37.375568,-122.001708
2282,RAJJOT SWEET & SNACK,"1234 WOLFE RD,SUNNYVALE, CA 94086",Pass,76,37.353616,-122.013598
2283,OUTBACK STEAKHOUSE,"20630 VALLEY GREEN DR ,CUPERTINO, CA 95014",Pass,45,37.331562,-122.033189
2284,CHELO KABABI RESTAURANT,"1236 S WOLFE RD ,SUNNYVALE, CA 94086",Pass,91,37.353616,-122.013598
2285,LINCOLN SCHOOL,"21710 MC CLELLAN RD ,CUPERTINO, CA 95014",Pass,100,37.315237,-122.054335
2286,APPLE-BB08-ESPRESSO BAR,"10351 BUBB RD,CUPERTINO, CA 95014",Pass,97,37.318109,-122.05023
2287,SUNNYVALE GAS STATION,"898 E FREMONT AV ,SUNNYVALE, CA 94086",Pass,97,37.35177,-122.01467
2288,SUNNYVALE CAR WASH & GAS,"905 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,95,37.35322,-122.01352
2289,7-ELEVEN FOOD STORE #16189E,"1201 WILDWOOD AV ,SUNNYVALE, CA 94086",Pass,83,37.3916,-121.99392
2290,ARAMARK CAFE 72 MAIN,"1140 E ARQUES AV,SUNNYVALE, CA 94085",Pass,97,37.3792,-121.99828
2291,BAGEL STREET CAFE CUPERTINO,"10591 N DE ANZA BL ,CUPERTINO, CA 95014",Pass,98,37.30661,-122.080628
2292,THAI SPOONS,"909 W EL CAMINO REAL ,SUNNYVALE, CA 94086",Pass,80,37.37137,-122.04404
2293,BOGART'S SPORTS BAR,"1209 WILDWOOD AV,SUNNYVALE, CA 94089",Pass,94,37.3916,-121.99392
2294,WENDY'S #530,"1313 S WOLFE RD ,SUNNYVALE, CA 94086",Pass,79,37.351021,-122.014626
2295,CALI ELITE JUICE BAR LLC (INSIDE CITY SPORTS CLUB),"1165 E ARQUES AV,SUNNYVALE, CA 94085",Pass,100,37.38114,-121.99746
2296,CUPERTINO SMOG & AUTO REPAIR,"10625 N DE ANZA BL,CUPERTINO, CA 95014",Pass,97,37.30661,-122.080628
2297,DAILY BAGEL & DONUT CAFE,"546 LAWRENCE EX 1,SUNNYVALE, CA 94085",Pass,97,37.38447,-121.99518
2298,WILD PALMS HOTEL-RESTAURANT,"910 E FREMONT AV ,SUNNYVALE, CA 94087",Pass,94,37.35139,-122.01357
2299,APPLE-RW14-ESPRESSO BAR,"1 RESULTS WY,CUPERTINO, CA 95014",Pass,100,37.317616,-122.05163
2300,APPLE-RW03-ESPRESSO BAR,"3 RESULTS WY BLDG 3,CUPERTINO, CA 95014",Pass,97,37.316284,-122.051777
2301,APPLE-RW16-CAFFE MAC,"16 RESULTS WY ,CUPERTINO, CA 95014",Pass,84,37.317514,-122.051352
2302,MCDONALD'S RESTAURANT #6664,"550 LAWRENCE EX ,SUNNYVALE, CA 94086",Pass,85,37.38556,-121.99528
2303,BJ'S RESTAURANT & BREWHOUSE,"10690 N DE ANZA BL ,CUPERTINO, CA 95014",Pass,93,37.30661,-122.080628
2304,UNA MAS,"548 LAWRENCE EX STE 1,SUNNYVALE, CA 94086",Pass,95,37.38447,-121.99518
2305,MERIT VEGETARIAN RESTAURANT,"548 LAWRENCE EX 2,SUNNYVALE, CA 94086",Pass,90,37.38447,-121.99518
2306,ALOFT CUPERTINO,"10165 N DE ANZA BL ,CUPERTINO, CA 95014",Pass,85,37.30661,-122.080628
2307,VOYAGER LIQUORS,"1211 WILDWOOD AV ,SUNNYVALE, CA 94086",Pass,97,37.3916,-121.99392
2308,TASTY SUBS,"528 LAWRENCE EX,SUNNYVALE, CA 94086",Pass,90,37.38287,-121.99508
2309,DE ANZA SHELL FOOD MART,"20999 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,98,37.30661,-122.080628
2310,PANERA BREAD #4487,"1189 E ARQUES AV,SUNNYVALE, CA 94085",Pass,97,37.38088,-121.996682
2311,TOGO'S EATERY,"540 LAWRENCE EX ,SUNNYVALE, CA 94085",Pass,90,37.38447,-121.99518
2312,BEZAWADA,"544 LAWRENCE EX ,SUNNYVALE, CA 94085",Pass,89,37.38447,-121.99518
2313,MY BANGLA BAZAR,"924 E FREMONT AV ,SUNNYVALE, CA 94087",Pass,93,37.35181,-122.01292
2314,CHENNAI GRILL,"1191 E ARQUES AV,SUNNYVALE, CA 94085",Pass,92,37.380891,-121.996586
2315,IKE'S LAIR,"21000 STEVENS CREEK BL 100,CUPERTINO, CA 95014",Pass,92,37.30661,-122.080628
2316,MYZEN,"520 LAWRENCE EX STE 304,SUNNYVALE, CA 94085",Pass,94,37.38287,-121.99508
2317,WHOLE FOODS MARKET - TAPROOM & JUICE BAR,"20955 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,95,37.30661,-122.080628
2318,WHOLE FOODS MARKET - GROCERY,"20955 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,87,37.30661,-122.080628
2319,WHOLE FOODS MARKET - DELI,"20955 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,94,37.30661,-122.080628
2320,WHOLE FOODS MARKET - BAKERY,"20955 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,98,37.30661,-122.080628
2321,GENJI SUSHI STC @ WHOLE FOODS MARKET,"20955 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,100,37.30661,-122.080628
2322,APPLE-DA07-ESPRESSO BAR,"10431 N DE ANZA BL ,CUPERTINO, CA 95014",Pass,100,37.30661,-122.080628
2323,APPLE-IL01-ESPRESSO BAR,"1 INFINITE LP ,CUPERTINO, CA 95014",Pass,95,37.331524,-122.030231
2324,GOLD RUSH EATERY,"1010 S WOLFE RD,SUNNYVALE, CA 94086",Pass,86,37.355133,-122.010205
2325,CHEVRON EXTRA MILE,"295 LAWRENCE EX,SUNNYVALE, CA 94085",Pass,97,37.38007,-121.99648
2326,HAPPY LEMON,"520 LAWRENCE EX STE 301,SUNNYVALE, CA 94085",Pass,94,37.38287,-121.99508
2327,"APPLE PARK (A1-B2) DW1, EX1, DW3","1 APPLE PY,CUPERTINO, CA 95014",Pass,93,37.334841,-122.011296
2328,"APPLE PARK (A1-B2) DW2, EX2, DW4","1 APPLE PY,CUPERTINO, CA 95014",Pass,93,37.334841,-122.011296
2329,"APPLE PARK (A1-B2) PR, VR, & ADJACENT STORAGE / COOLERS","1 APPLE PY,CUPERTINO, CA 95014",Pass,95,37.334841,-122.011296
2330,APPLE PARK (A1-B2) HP,"1 APPLE PY,CUPERTINO, CA 95014",Pass,97,37.334841,-122.011296
2331,APPLE PARK (A1-B2) PP,"1 APPLE PY,CUPERTINO, CA 95014",Pass,98,37.334841,-122.011296
2332,APPLE PARK (A1-B2) CC,"1 APPLE PY,CUPERTINO, CA 95014",Pass,97,37.334841,-122.011296
2333,APPLE PARK (A1-B2) BB,"1 APPLE PY,CUPERTINO, CA 95014",Pass,95,37.334841,-122.011296
2334,APPLE PARK (A1-B2) GM,"1 APPLE PY,CUPERTINO, CA 95014",Pass,87,37.334841,-122.011296
2335,APPLE PARK - OUTDOOR STATION EAST (MEXICAN / BURGER),"1 APPLE PY,CUPERTINO, CA 95014",Pass,100,37.334841,-122.011296
2336,APPLE PARK - OUTDOOR STATION WEST (PIZZA / SUSHI),"1 APPLE PY,CUPERTINO, CA 95014",Pass,87,37.334841,-122.011296
2337,APPLE PARK (A1 - LEVEL 1 SERVERY 18A),"1 APPLE PY,CUPERTINO, CA 95014",Pass,100,37.334841,-122.011296
2338,APPLE PARK (A1 - LEVEL 1 SERVERY 19A),"1 APPLE PY,CUPERTINO, CA 95014",Pass,97,37.334841,-122.011296
2339,APPLE PARK (A1 - LEVEL 1 SERVERY 19B),"1 APPLE PY,CUPERTINO, CA 95014",Pass,97,37.334841,-122.011296
2340,APPLE PARK (A1 - LEVEL 1 SERVERY 18B),"1 APPLE PY,CUPERTINO, CA 95014",Pass,97,37.334841,-122.011296
2341,APPLE PARK (A1 - LEVEL 1 SERVERY 12A),"1 APPLE PY,CUPERTINO, CA 95014",Pass,100,37.334841,-122.011296
2342,APPLE PARK (A1 - LEVEL 1 SERVERY 11A),"1 APPLE PY,CUPERTINO, CA 95014",Pass,100,37.334841,-122.011296
2343,APPLE PARK (A1 - LEVEL 1 SERVERY 11B),"1 APPLE PY,CUPERTINO, CA 95014",Pass,97,37.334841,-122.011296
2344,APPLE PARK (A1 - LEVEL 1 SERVERY 12B),"1 APPLE PY,CUPERTINO, CA 95014",Pass,97,37.334841,-122.011296
2345,APPLE PARK (A1 - LEVEL 2 DISH L02-11),"1 APPLE PY,CUPERTINO, CA 95014",Pass,95,37.334841,-122.011296
2346,APPLE PARK (A1 - LEVEL 2 DISH L02-19),"1 APPLE PY,CUPERTINO, CA 95014",Pass,90,37.334841,-122.011296
2347,APPLE PARK (A1 - LEVEL 3 SERVERY M19A),"1 APPLE PY,CUPERTINO, CA 95014",Pass,100,37.334841,-122.011296
2348,APPLE PARK (A1 - LEVEL 3 SERVERY M19B),"1 APPLE PY,CUPERTINO, CA 95014",Pass,92,37.334841,-122.011296
2349,APPLE PARK (A1 - LEVEL 3 SERVERY M11A),"1 APPLE PY,CUPERTINO, CA 95014",Pass,97,37.334841,-122.011296
2350,APPLE PARK (A1 - LEVEL 3 SERVERY M11B),"1 APPLE PY,CUPERTINO, CA 95014",Pass,89,37.334841,-122.011296
2351,APPLE PARK - E6 LVL1 CORE CAFE,"1 APPLE PY,CUPERTINO, CA 95014",Pass,95,37.334841,-122.011296
2352,APPLE PARK - E7 CORE CAFE,"1 APPLE PY,CUPERTINO, CA 95014",Pass,93,37.334841,-122.011296
2353,APPLE PARK E8- LVL 1 CORE CAFE,"1 APPLE PY,CUPERTINO, CA 95014",Pass,97,37.334841,-122.011296
2354,APPLE PARK E6 LVL 4 EXECUTIVE KITCHEN,"1 APPLE PY,CUPERTINO, CA 95014",Pass,100,37.334841,-122.011296
2355,APPLE PARK (E2 - CORE CAFE),"1 APPLE PY,CUPERTINO, CA 95014",Pass,89,37.334841,-122.011296
2356,APPLE PARK - CORE CAFE E5 L1,"1 APPLE PY,CUPERTINO, CA 95014",Pass,93,37.334841,-122.011296
2357,APPLE PARK - E3 LVL1 CORE CAFE,"1 APPLE PY,CUPERTINO, CA 95014",Pass,100,37.334841,-122.011296
2358,"APPLE PARK (E4L1 - CORE CAFE, B2 WALK IN COOLER & STORAGE ROOM)","1 APPLE PY,CUPERTINO, CA 95014",Pass,93,37.334841,-122.011296
2359,TASTY PIZZA,"21000 STEVENS CREEK BL # 200,CUPERTINO, CA 95014",Pass,100,37.30661,-122.080628
2360,FAIRWOOD ELEMENTARY SCHOOL,"1110 FAIRWOOD AV ,SUNNYVALE, CA 94089",Pass,100,37.39641,-121.990684
2361,DOSATERIA,"20955 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,92,37.30661,-122.080628
2362,PANDA EXPRESS,"21000 STEVENS CREEK BL STE 300,CUPERTINO, CA 95014",Pass,86,37.30661,-122.080628
2363,BARRELHEAD TAP ROOM,"1220 OAKMEAD PY ,SUNNYVALE, CA 94085",Pass,96,37.38641,-121.99383
2364,ST JOHNS,"510 LAWRENCE EX ,SUNNYVALE, CA 94086",Pass,97,37.38287,-121.99508
2365,RAMADA SILICON VALLEY - BREAKFAST,"1217 WILDWOOD AV ,SUNNYVALE, CA 94089",Pass,92,37.391188,-121.992201
2366,CHAAT & CURRYS,"520 LAWRENCE EX ,SUNNYVALE, CA 94085",Pass,97,37.38287,-121.99508
2367,RADHE CHAAT,"934 E EL CAMINO REAL ,SUNNYVALE, CA 94086",Pass,80,37.35181,-122.01209
2368,MISSION CITY CAFE,"510 LAWRENCE EX # 101,SUNNYVALE, CA 94087",Pass,93,37.38287,-121.99508
2369,DE ANZA COLLEGE-FOOD SERVICE,"21250 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,75,37.30661,-122.080628
2370,DE ANZA COLLEGE-LE CAFE,"21250 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,100,37.30661,-122.080628
2371,FLINT CENTER,"21250 STEVENS CREEK BL ,CUPERTINO, CA 95015",Pass,100,37.189396,-121.705327
2372,DE ANZA COLLEGE-BOOKSTORE,"21250 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,100,37.30661,-122.080628
2373,POWER CUP COFFEE @ CAMPUS CENTER,"21250 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,97,37.30661,-122.080628
2374,UNA MAS MEXICAN GRILL,"21250 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,89,37.30661,-122.080628
2375,APPLE-IL04-CAFFE MAC,"4 INFINITE LP ,CUPERTINO, CA 95014",Pass,82,37.332511,-122.028936
2376,LUV PHO,"500 LAWRENCE EX STE A,SUNNYVALE, CA 94085",Pass,90,37.38173,-121.99512
2377,J & J HAWAIIAN BBQ & RICE BOWL,"20950 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,73,37.30661,-122.080628
2378,THE PATIO,"948 E EL CAMINO REAL ,SUNNYVALE, CA 94087",Pass,82,37.35181,-122.01187
2379,APPLE - KF04 - GRAB & GO,"3689 KIFER RD,SANTA CLARA, CA 95051",Pass,100,37.374036,-121.99842
2380,FRESH U ORDER,"500 LAWRENCE EX F,SUNNYVALE, CA 94085",Pass,92,37.38173,-121.99512
2381,PAD THAI CUISINE,"500 LAWRENCE EX B,SUNNYVALE, CA 94086",Pass,91,37.38173,-121.99512
2382,FALAFEL BITE,"500 LAWRENCE EX C,SUNNYVALE, CA 94086",Pass,89,37.38173,-121.99512
2383,7-ELEVEN #2366-25717E,"21490 MCCLELLAN RD ,CUPERTINO, CA 95014",Pass,76,37.315183,-122.050104
2384,APPLE-DA06-ESPRESSO BAR,"10355 N DE ANZA BL,CUPERTINO, CA 95014",Pass,100,37.30661,-122.080628
2385,THALI RESTAURANT,"954 E EL CAMINO REAL,SUNNYVALE, CA 94087",Pass,75,37.35184,-122.01128
2386,212 NEW YORK PIZZA,"19998 E HOMESTEAD RD # A,CUPERTINO, CA 95014",Pass,91,37.337689,-122.02327
2387,APPLE-DA03-ESPRESSO BAR,"10500 N DE ANZA BL ,CUPERTINO, CA 95014",Pass,100,37.30661,-122.080628
2388,24 HOUR FITNESS#594,"1211 ARQUES AV G,SUNNYVALE, CA 94087",Pass,100,37.380709,-121.99477
2389,GAMBA KARAOKE,"19990 HOMESTEAD RD ,CUPERTINO, CA 95014",Pass,95,37.337046,-122.022572
2390,OAKMONT SANDWICHES,"19998 HOMESTEAD RD # C,CUPERTINO, CA 95014",Pass,85,37.337235,-122.022823
2391,PANERA BREAD,"20807 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,88,37.30661,-122.080628
2392,PEET'S COFFEE & TEA,"20807 STEVENS CREEK BL 200,CUPERTINO, CA 95014",Pass,94,37.30661,-122.080628
2393,SICHUAN GOURMET,"542 LAKESIDE DR STE 3,SUNNYVALE, CA 94085",Pass,98,37.385437,-121.992915
2394,FAULTLINE BREWING CO,"1235 OAKMEAD PY,SUNNYVALE, CA 94086",Pass,95,37.38735,-121.9926
2395,COSMOPOLITAN CATERING,"1288 REAMWOOD AV,SUNNYVALE, CA 94089",Pass,94,37.40862,-121.98708
2396,AFURI RAMEN & DUMPLING,"20803 STEVENS CREEK BL STE 110,CUPERTINO, CA 95014",Pass,91,37.30661,-122.080628
2397,BOARDWALK BURGERS AND FRIES,"691 TASMAN DR STE Q,SUNNYVALE, CA 94089",Pass,70,37.402923,-122.00869
2398,SPECIALTY'S CAFE & BAKERY,"605 TASMAN DR B,SUNNYVALE, CA 94089",Pass,94,37.40343,-122.00883
2399,ICHAAT CAFE,"1208 E ARQUES AV # 103,SUNNYVALE, CA 94085",Pass,89,37.37996,-121.99472
2400,NAMASTE PLAZA,"1202 APOLLO WY ,SUNNYVALE, CA 94085",Pass,90,37.378528,-121.994914
2401,SWATHI TIFFINS,"1202 APOLLO WY ,SUNNYVALE, CA 94085",Pass,86,37.378528,-121.994914
2402,FONTANA'S,"20840 STEVENS CREEK BL ,CUPERTINO, CA 95014",Pass,84,37.30661,-122.080628
2403,OAKMONT PRODUCE MARKET,"19944 HOMESTEAD RD ,CUPERTINO, CA 95014",Pass,91,37.337046,-122.022572
2404,CLUB EVOLUTION,"1131 N LAWRENCE EX ,SUNNYVALE, CA 94089",Pass,90,37.39739,-121.99672
2405,HOMI JAPANESE RAMEN,"1133 LAWRENCE EX ,SUNNYVALE, CA 94089",Pass,84,37.39739,-121.99672
2406,MARIGOLD INDIAN CUISINE,"1214 APOLLO WY # 404B,SUNNYVALE, CA 94085",Pass,83,37.378528,-121.994914
2407,QUARTER NOTE,"1214 APOLLO WY 403,SUNNYVALE, CA 94086",Pass,92,37.378528,-121.994914
2408,SIZZLING LUNCH,"10033 SAICH WY,CUPERTINO, CA 95014",Pass,86,37.323765,-122.037495
2409,TARGET STORE-GROCERY,"20745 STEVENS CREEK BL,CUPERTINO, CA 95014",Pass,89,37.30661,-122.080628
